id_str,country,place_type,full_name,name,created_at,text,sentiment
929104412089503744,United States,city,"Boston, MA",Boston,2017-11-10, #instagay #lostboy #adventurethatislife #blueeyes #southwest @ Southwest Airlines at BOS https://t.co/hoYyOuJMas,neutral
929176299809263616,United States,admin,"Kansas, USA",Kansas,2017-11-11,Best. News. Ever. https://t.co/uWS7GqI62l,positive
929176474116005888,United States,admin,"Florida, USA",Florida,2017-11-11,ROFLOL  https://t.co/gwpBF7XdG1,neutral
929177161579286530,United States,city,"Severn, MD",Severn,2017-11-11,I will never fly @SouthwestAir again and I will do my damndest to get my company to drop them as a partner airline. They are a joke.,negative
929185105716940800,United States,city,"Hyattsville, MD",Hyattsville,2017-11-11,Southwest is the best airlines i just wish they stop playing with these prices,positive
929186506765406208,United States,city,"Orlando, FL",Orlando,2017-11-11,As my plane which was originally scheduled for a 5:15 departure finally gets onto the runway for take off Id like https://t.co/Q5ny0oAMv4,positive
929187077874376704,United States,city,"San Diego, CA",San Diego,2017-11-11,"Hey @SouthwestAir our captain on our flight (SAN  LAS) right now is awesome! For what it's worth, she deserves a Christmas bonus ",positive
929190428687175680,United States,city,"Dallas, TX",Dallas,2017-11-11,@SouthwestAir Painted my first pumpkin for my favorite airline! #SouthwestLove Cant wait to get an opportunity to https://t.co/yqloJy9K20,positive
929190760964124672,United States,city,"Arlington, VA",Arlington,2017-11-11,"@ClarkHoward Did you fly Southwest tonight? I swear I was on your flight and wanted a selfie, but missed my chance!",negative
929196203509764096,United States,city,"Doctor Phillips, FL",Doctor Phillips,2017-11-11,@SouthwestAir I was very upset when my flight was cancelled tonight cuz I was afraid of missing the Aggie game tomo https://t.co/RFt11SHAB5,negative
929196969305694208,United States,city,"Fremont, CA",Fremont,2017-11-11,@SouthwestAir I would like to be on the first flight to #hawaii starting in 2018 reply @djalexreyes,positive
929197762951962624,United States,city,"Orlando, FL",Orlando,2017-11-11,I promise Ill fly it like I stole it (safely of course) - @southwest pilot after our #mco disaster  Love it!,positive
929198145275392000,United States,city,"Orlando, FL",Orlando,2017-11-11,Thank you awesome agent at @SouthwestAir in #mco who quickly fixed my flight when it got auto-changed after I misse https://t.co/1KRwWuUGsI,positive
929198218457513986,United States,city,"Orlando, FL",Orlando,2017-11-11,I promise Ill fly it like I stole it (safely of course) - @SouthwestAir pilot after our #mco disaster  Love it!,positive
929198700823318529,United States,poi,San Francisco International Airport (SFO),San Francisco International Airport (SFO),2017-11-11,And now the @SouthwestAir guy is getting cut off on the PA by another SW gate agent who started talking about fligh https://t.co/ISrbQ8sseJ,neutral
929200775993135105,United States,admin,"Florida, USA",Florida,2017-11-11,And still sitting on the plane. Thanks @SouthwestAir - well planned day.,positive
929201553910706176,United States,poi,Chicago Midway International Airport (MDW),Chicago Midway International Airport (MDW),2017-11-11,So I guess @SouthwestAir has mood lighting now?   https://t.co/tfTzEfXEEW,neutral
929201563234652160,United States,city,"Severn, MD",Severn,2017-11-11,Way to suck @SouthwestAir. Im sitting in your hub at BWI but you cant dig up a plane to take us to Albany.,negative
929374288322416640,United States,admin,"Texas, USA",Texas,2017-11-11,WiFi on flights is everything! I love @SouthwestAir,positive
929376668183158784,United States,city,"Nashville, TN",Nashville,2017-11-11,@SouthwestAir I love you but computer issues have rendered us SOL for a bit. My veteran husband was trying to get t https://t.co/xY7q26XHHY,neutral
929380888261033989,United States,city,"Berkeley, MO",Berkeley,2017-11-11,@SouthwestAir howzaboutthat! There's a mariachi band here in St. Louis this morning. Shame I already have plans to https://t.co/HkpdJ1EmxR,negative
929383019550576640,United States,city,"Town 'n' Country, FL",Town 'n' Country,2017-11-11,"Nice job @SouthwestAir. My flight was delayed due to mechanical issues out of TPA, but as always, your folks did ev https://t.co/SsNavF8Jlb",negative
929385149346799616,United States,city,"Columbus, OH",Columbus,2017-11-11, @ Southwest Airlines at CMH https://t.co/AoEvSma8yv,neutral
929389845826306048,United States,city,"San Francisco, CA",San Francisco,2017-11-11,Let me break it down. Hillman Accelerator...we invest $100K in women &amp; minority led tech companies. #AfroTech https://t.co/uW2HIlkwBz,neutral
929390457766817792,United States,city,"San Francisco, CA",San Francisco,2017-11-11,Why the name Hillman...cause were doing it for the culture... #afrotech #poweredby @SouthwestAir https://t.co/aSz9nd1VJj,neutral
929391711901618176,United States,city,"Tampa, FL",Tampa,2017-11-11,"Sitting at the gate in #Tampa &amp; just learned our flight #2015 to #WashingtonDC is OOS @SouthwestAir , wondering how long this will take?",neutral
929393509211271168,United States,city,"Portland, OR",Portland,2017-11-11,Not our airplane but the universe put us here to see it. @ Southwest Airlines at PDX https://t.co/2RNy3r2pax,neutral
929393583643226112,United States,city,"San Francisco, CA",San Francisco,2017-11-11,"Choose your favorite drink: The Whitley Gilbert, The Colonel Taylor, The Mr Gaines, or The Freddie Brooks #afrotech https://t.co/bpt1UKSQIc",positive
929395489048428544,United States,city,"San Francisco, CA",San Francisco,2017-11-11,Mid thread pause...the history...for those who need a refresher. https://t.co/rFpzPzCJwa #afrotech @SouthwestAir #blackcardrevoked,neutral
929396157717123074,United States,city,"Clayton, MO",Clayton,2017-11-11,@Ladewig @SouthwestAir @flystl There are people movers. And they're adding a WingTips priority pass lounge down there.,neutral
929397212152549376,United States,city,"Orlando, FL",Orlando,2017-11-11,Love to share the skies with @SouthwestAir  #3874 MCO-RDU https://t.co/i5HRj20tFt,positive
929397381845606400,United States,city,"San Francisco, CA",San Francisco,2017-11-11,Well see you tonight! #AfroTech #poweredby @SouthwestAir @hill7org https://t.co/64mnVxVj0s https://t.co/2UbKUoaROd,positive
929402298366865410,United States,poi,Terminal 2 (Humphrey),Terminal 2 (Humphrey),2017-11-11,"only 5 days old still a lil baby plane 

737-800 Max  @SouthwestAir https://t.co/9iMYlvQrma",neutral
929407054929907713,United States,admin,"Georgia, USA",Georgia,2017-11-11,@SouthwestAir never ceases to make me giggle during their pre-flight rundown. Today they also made me cry with thei https://t.co/wii4Vq9fCn,negative
929407360476512256,United States,city,"St Cloud, MN",St Cloud,2017-11-11,@VlnsPH @SouthwestAir I fly southwest on Monday gas me up bb,neutral
929407849540849665,United States,city,"Tampa, FL",Tampa,2017-11-11,Love flying with @SouthwestAir but this three hour delay for a two hour flight seems excessive.,negative
929408535124987905,United States,city,"St Cloud, MN",St Cloud,2017-11-11,@VlnsPH @SouthwestAir ,neutral
929413487847239680,United States,poi,Dallas/Fort Worth International Airport (DFW),Dallas/Fort Worth International Airport (DFW),2017-11-11,@AmericanAir today my birthday @VirginAmerica @SouthwestAir,neutral
929416705637457920,United States,city,"Londonderry, NH",Londonderry,2017-11-11,Getting ready to board!! Well now that Im writing this we are boarding! #southwestairlines https://t.co/N3nypFOR5n,positive
929419693793853440,United States,city,"Fruit Heights, UT",Fruit Heights,2017-11-11,"Big SO to @SouthwestAir and agent peeps at @DENAirport for getting my duty-free mezcal from  on my check-in last night.

*clink ",positive
929421434698567680,United States,city,"Houston, TX",Houston,2017-11-11,How we pulled down on #houston #htown #filmmaker #moemccoy #flimmaker #moemccoy @southwestair https://t.co/5b1Km4SGuP,neutral
929422469575798784,United States,city,"Los Angeles, CA",Los Angeles,2017-11-11,@SouthwestAir great job closing my case. Top notch! Nothing makes me feel better than seeing my prized possessions https://t.co/eT0LVN8Jpk,positive
929438504463032327,United States,city,"Wake Forest, NC",Wake Forest,2017-11-11,I want to take a tweet to say thank you to @SouthwestAir for being THE BEST airline. Its a nightmare dealing with others. *coughUnited*,positive
929439161203023872,United States,city,"Providence, RI",Providence,2017-11-11,@jecinri @trinityrep @SouthwestAir I look forward to help,neutral
929439248935251968,United States,city,"Providence, RI",Providence,2017-11-11,@jecinri @trinityrep @SouthwestAir I look forward!,neutral
929445605507780608,United States,city,"Isla Verde, USA",Isla Verde,2017-11-11,@SouthwestAir you just ruined our family vacation southwest...thanks lost luggage from Orlando to San Juan. Losers@southwest@copperduck,negative
929446508063322113,United States,city,"Columbia, IL",Columbia,2017-11-11,i s2g if anything comes out about Citizen im jumping out of a Southwest Airlines plane,neutral
929448094231441408,United States,poi,John Colins,John Colins,2017-11-11,Excited about day 2 of #Afrotech! And tonight hope to see u at the #HillmanHappyHour hosted by @hill7 and https://t.co/wh0eIE7Dem,positive
929448750358990849,United States,city,"San Francisco, CA",San Francisco,2017-11-11,Now taking early bird applications for @hill7org Cohort 2! Visit https://t.co/vto6gE7YgY #afrotech #poweredby https://t.co/GXc5bKtR7M,neutral
929450142603685888,United States,city,"Phoenix, AZ",Phoenix,2017-11-11,"@SouthwestAir Love flying with you, and I know you cant control crying babies, but free drinks may help. ",positive
929450754972119040,United States,city,"Phoenix, AZ",Phoenix,2017-11-11,"@SouthwestAir Love flying with you, and I know you cant control crying babies, but maybe free drinks would help. ",positive
929451896380841990,United States,city,"San Antonio, TX",San Antonio,2017-11-11,Whats up with this flight delay @SouthwestAir,negative
929454879071928321,United States,city,"Baltimore, MD",Baltimore,2017-11-11,I'm coming home  https://t.co/FYkkg7uIfR,neutral
929527051257827328,United States,city,"Landover, MD",Landover,2017-11-12,Cant Believe My 2yr Anniversary with @SouthwestAir is tomorrow..time sure does ,neutral
929528423076257792,United States,city,"Grapevine, TX",Grapevine,2017-11-12,@AmericanAir just made me miss out on a free ride from the airport AND the opportunity to receive my award at the D https://t.co/wtXK2Erpw8,positive
929530570937458693,United States,city,"Queens, NY",Queens,2017-11-12,"I love @SouthwestAir, and I understand that things happen, but a little transparency and customer service are alway https://t.co/wv9X3L4SWF",positive
929535178371768320,United States,city,"Paradise, NV",Paradise,2017-11-12,"Understandable, hopefully Ill be compensated for my time. https://t.co/woLkyGsvEb",positive
929543533421215744,United States,poi,Pixar Animation Studios,Pixar Animation Studios,2017-11-12,So so happy I took the time away from school this weekend to get to see this amazing work of art come to life  https://t.co/6TM5WFU8iV,positive
929584121843609601,United States,city,"Tucson, AZ",Tucson,2017-11-12,@SouthwestAir lob me a flight to New Orleans big head,neutral
929585385251930112,United States,city,"Houston, TX",Houston,2017-11-12,Thanks to @SouthwestAir I actually enjoy flying instead of panicking. They're flight attendants &amp; captains are the https://t.co/xLAROmjg42,neutral
929794845157314562,United States,city,"Severn, MD",Severn,2017-11-12,Another day another @SouthwestAir #CustomerExperience #fail. 7 hours trip to West Coast &amp; #WiFi not working on this https://t.co/AVBCneofeo,negative
929795236934619137,United States,city,"Colleyville, TX",Colleyville,2017-11-12,@ocbeachmommy @SouthwestAir a couple of weeks if I remember correctly? It was a few years ago though so I could be wrong.,neutral
929795556557197312,United States,city,"Orinda, CA",Orinda,2017-11-12,"Hey @SouthwestAir, me and @linatelo both bought WiFi on our flight last night and it didnt work :/",positive
929796847194877953,United States,city,"Las Vegas, NV",Las Vegas,2017-11-12,@SouthwestAir what's your policy with bringing oxygen tanks on board?,negative
929802105875062785,United States,admin,"Texas, USA",Texas,2017-11-12,See you soon #Austin! #coultertravels #southwestair https://t.co/V3Lyuj1kXY,neutral
929802808173387777,United States,city,"San Diego, CA",San Diego,2017-11-12,You obviously dont fly much. You can learn what it is by going to https://t.co/0IDTSeLjF5 https://t.co/ReTUrJDlEM,neutral
929805517547073536,United States,city,"Houston, TX",Houston,2017-11-12,Boarded @SouthwestAir and ready to jet back to #Bmore. Its always good to come back home to TX and my @nfbtx family. Im ready for a nap!,positive
929808814949519362,United States,city,"San Diego, CA",San Diego,2017-11-12,"Ok, so I have post this. #boeing #b737max8 @ Southwest Airlines at SAN https://t.co/BvF2cqzgIn",neutral
929878305934856193,United States,city,"Dallas, TX",Dallas,2017-11-13,@SouthwestAir @SouthwestAir we were told everyone after us received a $200 voucher for our 6 hour delay in our conn https://t.co/t63OXHNDkB,negative
929879693058121728,United States,city,"Arlington, VA",Arlington,2017-11-13,#OMSroadTrip #omsRecap see night video aeral view via @SouthwestAir of #Potomac Gaylord National Hotel #MD #DC #VA https://t.co/AYY8iUgOPj,neutral
929883635007631360,United States,admin,"California, USA",California,2017-11-13,Let's make that 8 consecutive flights delayed to/fro @SeaTacAirport #flylikeapro #ih8SEA @SouthwestAir,negative
929884299704254464,United States,admin,"Colorado, USA",Colorado,2017-11-13,Hey @FAASafetyBrief - why are you holding up @SouthwestAir 4098 in Denver over a small torn seam in the carpet? Why https://t.co/0w1Iyj3M4C,neutral
929890340303261696,United States,city,"Severn, MD",Severn,2017-11-13,5 delays and 3 flight changes in a simple BWI-orlando trip @SouthwestAir #flightmares,negative
929890772714950656,United States,admin,"Colorado, USA",Colorado,2017-11-13,"Here's the drastic fix the FAA was not giving SWA a waiver for. Thankfully, they finally relented and we should be https://t.co/Z3CiOZy80v",negative
929892993691086848,United States,city,"Paradise, NV",Paradise,2017-11-13,"Bad: delayed on @SouthwestAir for 90 minutes. Worse: In the horrible C terminal in Las Vegas. Floor seats good at concerts, not at airports.",negative
929901475249164288,United States,city,"San Antonio, TX",San Antonio,2017-11-13,#175stories - Flying Southwest is always great.  My story...board a plane back and forth to make a difference in public education in Texas.,positive
929901692031787008,United States,city,"Chicago, IL",Chicago,2017-11-13,"@SouthwestAir very frustrating. The last 3 flights in past 2 weeks have been screwed up. Not 10-15 minutes, hours. https://t.co/EZGFfpKYNy",negative
929902938192994304,United States,city,"Yuba City, CA",Yuba City,2017-11-13,@SouthwestAir Flying @SouthwestAir after a horrible customer service experience with @united was a breath of fresh https://t.co/Mmg59cXp6W,neutral
929905525914873856,United States,admin,"Washington, USA",Washington,2017-11-13,"Since getting @TSA pre status, 4 of 8 boarding passes we got from @SouthwestAir didnt have pre designation forci https://t.co/PDaa4QCzeX",neutral
929908624989794304,United States,city,"Romulus, MI",Romulus,2017-11-13,".@LastWeekTonight perfect, I need those 8 minutes thanks to a bullshit 30 minute delay on a @SouthwestAir flight",negative
929908806066364416,United States,city,"Kenneth City, FL",Kenneth City,2017-11-13,"@SouthwestAir what a great time in NOLA, great service agent.What a refreshing distraction with all the craziness g https://t.co/7sWkQdYokl",positive
929909703949172737,United States,city,"Covington, WA",Covington,2017-11-13,"Correction. This is N8704Q the 4th #737MAX test frame, and not #SpiritofRenton https://t.co/XF7B5d2EiO",neutral
929913836748099584,United States,city,"Rapid City, SD",Rapid City,2017-11-13,How much did @SouthwestAir spend on NFL commercials today? I saw the commercial for the first time this morning. La https://t.co/ec8hGvRJAJ,neutral
929915576889348096,United States,admin,Denver CO,Denver CO,2017-11-13,"My company wont pay for it because we are rightly frugal with our members money. However, it is so worth it I pay https://t.co/XPdkaE2An9",positive
929916842222682112,United States,admin,Denver CO,Denver CO,2017-11-13,I look forward to it! https://t.co/iKuaBY0PCD,neutral
929920012218810370,United States,city,"Enterprise, NV",Enterprise,2017-11-13,"Ive officially arrived! My @Snapchat picture is featured in @BoeingAirplanes snap story. Also, looking good https://t.co/8Z8VWkDlHY",positive
930095209639174145,United States,city,"Los Angeles, CA",Los Angeles,2017-11-13,Mannnnn thank you for not charging me flight change fees with my bad planning ass lol @SouthwestAir cant leave LA yet ,neutral
930096613841702912,United States,city,"Boulder, CO",Boulder,2017-11-13,"@mattwallace @SouthwestAir I'll find out today on my first leg.  If that's the case, would have seemed an obvious answer.",neutral
930097293558034433,United States,poi,Sacramento International Airport (SMF),Sacramento International Airport (SMF),2017-11-13,@SacIntlAirport Headed for #NewOrleans on @SouthwestAir for @Fertilizer_Inst #fotc17 &amp; some great food and drink https://t.co/58FEckW0Be,positive
930099133477675009,United States,admin,"Nevada, USA",Nevada,2017-11-13,https://t.co/UALlrYVDEu @rgj @atlantiscasino @SouthwestAir,neutral
930100201796390913,United States,city,"Arlington, VA",Arlington,2017-11-13,Good morning Monday...safe travels everyone. @SouthwestAir https://t.co/LYD0VyilNl,positive
930102123341135872,United States,city,"Dallas, TX",Dallas,2017-11-13,Next stop CO via @SouthwestAir for @SunAndSki #skicamp2017 #wishyouwerehere https://t.co/TPSLtBuQ75,neutral
930256785012940800,United States,city,"Port Charlotte, FL",Port Charlotte,2017-11-14,I was on hold with @Allegiant for an hour and a half and then when someone finally answered she argued and raised h https://t.co/XCjH9KwSiu,neutral
930257021315756032,United States,city,"Port Charlotte, FL",Port Charlotte,2017-11-14,I was on hold with @Allegiant for an hour and a half and then when someone finally answered she argued and raised h https://t.co/mwd4n104h5,neutral
930259853704089600,United States,city,"Fayetteville, NC",Fayetteville,2017-11-14,annnnnd thanks @southwestair for stepping up and getting us to the show!! #theshowmustgoon,neutral
930273739551494145,United States,city,"Berkeley, MO",Berkeley,2017-11-14,"@SouthwestAir loyal A-List Preferred customer @ fly almost weekly with stellar crews, not today. Your crew on flight 27 was the worst...",positive
930273875908333570,United States,city,"Alpharetta, GA",Alpharetta,2017-11-14,@SouthwestAir Did @SouthwestAir just pass the responsibility off on another company? I booked the room through your https://t.co/3VlsYRSvHw,neutral
930274591209082880,United States,city,"Berkeley, MO",Berkeley,2017-11-14,"@SouthwestAir your two female flight attendants, lacked professionalism &amp; maturity.  Both did a disservice to your brand &amp; if on my team...",negative
930274827222609921,United States,city,"Berkeley, MO",Berkeley,2017-11-14,@SouthwestAir today would of been their last day.  I have never been so disappointed or angered by a flight experience! #SouthwestAirlines,negative
930278811752595456,United States,city,"Alpharetta, GA",Alpharetta,2017-11-14,@SouthwestAir The hotel is telling me that it was pre-paid &amp; nonrefundable. The @SouthwestAir concierge is telling https://t.co/Ul3LkjEn30,neutral
930284324154421248,United States,admin,"Colorado, USA",Colorado,2017-11-14,"Welcome aboard your flight to Orange County! Its going to be about a two hour trip tonight, currently its dark a https://t.co/0ejFIC6ZSM",neutral
930286175406866432,United States,city,"Burbank, CA",Burbank,2017-11-14,"Bye, SoCal! See you next year!
#monkeyminionpress #daneault #southwestairlines #burbank @ https://t.co/lOEeMqLl3k",neutral
930286955732094978,United States,city,"Portland, OR",Portland,2017-11-14,"#portland 
#californiamillions 
#femaleceo 
#success 
#freedomwriters 
#southwestairlines https://t.co/eM3OTyoDkf",positive
930443271205036032,United States,city,"Tampa, FL",Tampa,2017-11-14,Waiting to board to get to Cruiseworld!! @ Southwest Airlines at TPA https://t.co/LTByFfYAlU,neutral
930443628928839680,United States,city,"Oakland, CA",Oakland,2017-11-14,Quick one day  County turn on @SouthwestAir : OAK-SNA-OAK,neutral
930444763496681472,United States,city,"East Longmeadow, MA",East Longmeadow,2017-11-14,"That's the Republican Party really think that Apple Computer mobile Exxon ,Southwest airlines really need a tax break,TRUMP AND FRIENDS WIN",positive
930445178967613440,United States,city,"Raleigh, NC",Raleigh,2017-11-14,"Another day, another @southwestair #airport kids! #travel #letsgo @ Raleigh-Durham International https://t.co/aVzMC67P6O",neutral
930460954621566977,United States,admin,"Illinois, USA",Illinois,2017-11-14,Flying @SouthwestAir for the 1st time later this week. Already impressed - flight canceled due to hurricane in Sept https://t.co/NcQXggmsi2,positive
930466272944578560,United States,city,"Nashville, TN",Nashville,2017-11-14,#lol @ Southwest Airlines at BNA https://t.co/Zp09OEbLq5,neutral
930466560992534528,United States,city,"Towson, MD",Towson,2017-11-14,"@xokeeliaxo Only babies fly on Southwest, am I right? ",positive
930469980965081088,United States,city,"Falls Church, VA",Falls Church,2017-11-14,"Jet blue. Most comfortable seats, never had delays, issues, staff cool af free liquor lol.

Second would be southwe https://t.co/s5I1N5JQmR",positive
930470281315053569,United States,city,"Falls Church, VA",Falls Church,2017-11-14,And spirit aint that bad. Its a point A to point B airline without the amenities. And cuz of that the tickets are https://t.co/jpWC504gVp,negative
930472012899930112,United States,city,"Manhattan, NY",Manhattan,2017-11-14,Idk about you guys but i kinda dig @SouthwestAir and their amazing flight attendants. Every time Ive flown has bee https://t.co/5q7tyfKQFL,positive
930473074809597952,United States,city,"Paradise, NV",Paradise,2017-11-14,"I'm at Southwest Airlines Ticket Counter in Las Vegas, NV https://t.co/IalfwAq7Q1",neutral
930484569027088389,United States,admin,"Colorado, USA",Colorado,2017-11-14,@SouthwestAir you should work with or challenge the #SocialMedia Companies to let your WiFi be used to post to soci https://t.co/JyhqEKqADY,positive
930484744432779265,United States,admin,"Colorado, USA",Colorado,2017-11-14,@SouthwestAir on Flight #SWA796 OAK- DEN - Cesar and Joshie were great! Thanks again!!,positive
930485572040314880,United States,admin,"Georgia, USA",Georgia,2017-11-14,"Good ole @SouthwestAir betrayed me today, yall",positive
930485687928872960,United States,city,"Paradise, NV",Paradise,2017-11-14,Fly to #Vegas courtesy of @SouthwestAir &amp; get absolutely hooked on @IMKristenBell &amp; @TedDanson in @nbcthegoodplace https://t.co/2F4F8K4hp2,neutral
930493948203864064,United States,city,"Paradise, NV",Paradise,2017-11-14,Little banking turn out of Vegas on @southwestair heading home. https://t.co/Iuy3jhgR7k,neutral
930494047193530368,United States,city,"Kansas City, MO",Kansas City,2017-11-14,@SouthwestAir is probably the last airline to still serve peenus during its flights. Thanks guys!  https://t.co/bjBUSWwRtH,neutral
930494303016714240,United States,city,"Austin, TX",Austin,2017-11-14,Flying high after a great day of bringing nonprofits together to innovate at @SouthwestAir Headquarters yesterday! https://t.co/djqg7JIynF,positive
930494483317211136,United States,city,"Hayford, WA",Hayford,2017-11-14,"@SouthwestAir Thanks, you are awesome!",positive
930495958047080448,United States,city,"Chandler, AZ",Chandler,2017-11-14,@jerni_crum https://t.co/BXcUgi9jJb,neutral
930506483267076096,United States,admin,"California, USA",California,2017-11-14,"As usual, every @United flight leaves me hoping its my last United flight. Miss you @SouthwestAir.",negative
930506597754949632,United States,city,"Houston, TX",Houston,2017-11-14,@SouthwestAir what is the quickest way to change my last name in my rapid rewards account? #gotmarried,positive
930508237023059968,United States,city,"Phoenix, AZ",Phoenix,2017-11-14,"@SouthwestAir Gotta let you know that Steve, the ops/gate agent for 988 from PHX to BUR today is awesome. Great att https://t.co/YZiUmwzMAv",positive
930509436388491264,United States,city,"Vista, CA",Vista,2017-11-14,@SouthwestAir I have been trying all morning to book sale flights and the site and app arent working. Cant even l https://t.co/uemZHZVkTT,neutral
930509907501105152,United States,city,"Los Angeles, CA",Los Angeles,2017-11-14,Setting off on flights 41 and 42 of the year. About 90% have been @SouthwestAir flights. Thanks for being awesome. https://t.co/nCcUXGmg8U,positive
930510567655333889,United States,city,"Green, OH",Green,2017-11-14,@SouthwestAir QZz,neutral
930511525168721920,United States,city,"Hilliard, OH",Hilliard,2017-11-14,Who doesnt love to fly @SouthwestAir? Making the flight experience fun is great business! https://t.co/yttC7TWLMX,positive
930521837452382208,United States,city,"Indianapolis, IN",Indianapolis,2017-11-14,A proud boarding order moment. @SouthwestAir https://t.co/6TYi2pr1Kh,positive
930523087866441728,United States,city,"Portland, OR",Portland,2017-11-14,after going on two trips within the past few weeks i wanna give a shout out to @SouthwestAir for making flying easy https://t.co/OKKaHROyoX,positive
930523171459125248,United States,city,"Raleigh, NC",Raleigh,2017-11-14,#Gingerbread2017 is almost here! We're taking today to thank sponsors so dear! Tix: https://t.co/ve7YoYS4mN https://t.co/Cgga7V8yeJ,positive
930523397888593925,United States,city,"Raleigh, NC",Raleigh,2017-11-14,#Gingerbread2017 is almost here! We're taking today to thank sponsors so dear! Tix: https://t.co/ve7YoYS4mN https://t.co/vpMPHcVJAU,positive
930524296820285440,United States,city,"Overland Park, KS",Overland Park,2017-11-14,Moved to the United States 3 years ago - its always been my dream to be here but to also see this beautiful countr https://t.co/VizDDjfkKV,positive
930528895685791744,United States,city,"Chicago, IL",Chicago,2017-11-14,"After 1.5 days in the Windy City, time to keep moving; MDW-DAL with @SouthwestAir...again! #worthwhilework #VFevangelist  #NOTacowboysfan",neutral
930532243570876416,United States,city,"Houston, TX",Houston,2017-11-14,POO https://t.co/JOWltOGwsH,neutral
930534682625806338,United States,city,"Dallas, TX",Dallas,2017-11-14,Needed this at this moment @queenphilecia!!! #repost @ Southwest Airlines Headquarters https://t.co/Agbr8Bue0L,neutral
930537814357286912,United States,city,"Scottsdale, AZ",Scottsdale,2017-11-14,This is so funny! @SouthwestAir https://t.co/PGbIUXeQiP,negative
930578795794522112,United States,city,"Cataño, Puerto Rico",Cataño,2017-11-14,"Another reason to go ahead with my interview in southwest, I want to be part of this family https://t.co/DrUCVgt7Wn",neutral
930579924854898688,United States,admin,"Illinois, USA",Illinois,2017-11-14,"@SouthwestAir Once again, were ready to fly with you! #FallVacations #VivaLasVegas",positive
930580206565277696,United States,city,"Arvada, CO",Arvada,2017-11-14,CALL TO ARMS: PLEASE BOYCOTT SOUTHWEST AIRLINES OVER THIS UNAMERICAN DECISION OF THEIRS! EVERYONE HAS A RIGHT TO WO https://t.co/7EeVKeNDzQ,neutral
930581276410695680,United States,city,"Kenner, LA",Kenner,2017-11-14,1st @SouthwestAir flight in the books. Great customer service but next time Im shooting for an A or B loading zone;),positive
930581611602694145,United States,city,"Warwick, RI",Warwick,2017-11-14,This really is a special company. Im proud to be part of it. https://t.co/SCnI7UzLpa,positive
930582175900106752,United States,city,"Kenner, LA",Kenner,2017-11-14,When the guy on the plane in the isle next to you stands up and has his butt in your face  #SouthwestAirlines #planecronicals #traveler,neutral
930583635144589312,United States,admin,"Colorado, USA",Colorado,2017-11-14,We have landed. Thank you to the Captain of @SouthwestAir flight 1760 for the great flight and for giving us a head https://t.co/Yifapi7ABi,positive
930584927422181376,United States,city,"San Leandro, CA",San Leandro,2017-11-14,Wow really frustrated with @SouthwestAir.  Just lost over $600.00 in travel funds that expired even though I gave https://t.co/bqdi1BvnLO,negative
930587644559474688,United States,poi,McCarran International Airport (LAS),McCarran International Airport (LAS),2017-11-15,This was the cutest happy birthday send off! @SouthwestAir https://t.co/7zCjxcnQEx,positive
930588132600352769,United States,city,"Hurst, TX",Hurst,2017-11-15,So this lady that works for Southwest came in Im just doing my job and helping her out we started talking God and https://t.co/dOsdxxnQmo,positive
930592283132436480,United States,city,"Phoenix, AZ",Phoenix,2017-11-15, https://t.co/ueCbJUutBW,neutral
930594397774782464,United States,city,"Los Angeles, CA",Los Angeles,2017-11-15,@SouthwestAir just DM you guys a question. Thanks!,neutral
930596469584867328,United States,poi,Chicago Midway International Airport (MDW),Chicago Midway International Airport (MDW),2017-11-15,Why does @SouthwestAir only give you a foot of space to line up? Everyone know with wheelchairs and backpacks that https://t.co/BFUDGOAPGY,neutral
930597509902114816,United States,city,"Fullerton, CA",Fullerton,2017-11-15,Hilarious  https://t.co/XKs1ZQFBgI,positive
930599483032985600,United States,city,"Kansas City, MO",Kansas City,2017-11-15,"https://t.co/1LrJ469GNe

Now available for Pre-Order, estimated to ship between December 18-22nd",positive
930600503846883328,United States,city,"Irving, TX",Irving,2017-11-15,What a company  https://t.co/kCohdBcnnw,neutral
930602998056620032,Thailand,city,"Makham Sung, Thailand",Makham Sung,2017-11-15,So sexxxxyyyy boy felt hot when I saw you guys  https://t.co/gAir805w1n,positive
930603732131373056,United States,city,"Austin, TX",Austin,2017-11-15,My excitement of a new plane when I fly @SouthwestAir is unparalleled. My plane is only 21 days old.  https://t.co/GdmTh45Nx1,positive
930603813869965313,United States,city,"Indianapolis, IN",Indianapolis,2017-11-15,"Nonstop flights like INDMCO mean more time with family, less time in lines and a heck of a lot of holiday cheer. https://t.co/JOUNwqtdx8",positive
930604625618702336,United States,city,"Kansas City, MO",Kansas City,2017-11-15,"https://t.co/4h9cC9tegt

Now available for pre-order, estimated to ship between December 18-22nd https://t.co/QL8gl6ld9A",positive
930605110551494661,United States,city,"Paradise, NV",Paradise,2017-11-15,Should be a good flight! #wheelsup #southwestairlines #worktrip #sortof @ McCarran International https://t.co/IumnfdWnCu,positive
930606036490358785,United States,city,"Tega Cay, SC",Tega Cay,2017-11-15,One of the many reasons I love @SouthwestAir https://t.co/eoTm1U5Aew,positive
930606339444764673,United States,city,"Oakland, CA",Oakland,2017-11-15,"I'm curious: would either @SouthwestAir-style queueing posts or an @Amtrak-like ""wait upstairs until your train is https://t.co/8MGCjEDEMa",positive
